adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy
H,Cd6Rh6,-0.17633208,top|B,L1_o,['Rh'],[10],"['Rh', 'Rh', 'Cd', 'Rh', 'Rh', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,339.14,10.64,2.28,7.4589,1.137,516.7,-0.880516088544249,1.82629901726872,0.87431837596923,12.2
H,Cd6Rh6,-0.493221571,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Cd', 'Cd', 'Rh', 'Rh', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.14,10.64,2.28,7.4589,1.137,516.7,-0.880597419397859,1.82631550566662,0.874326283760855,12.2
H,Cd6Rh6,0.510797676,4fold|A_A_B_B,L1_o,"['Rh', 'Rh', 'Cd', 'Cd']","[9, 10, 11, 12]","['Rh', 'Rh', 'Cd', 'Cd', 'Rh', 'Rh', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",5,339.14,10.64,1.9629569531703948,8.22636,0.5685,311.5,-4.51815411662425,3.9451794759116,0.936350624930582,12.2
H,Cd6Ru6,-0.277951905,bridge|B_B|A,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Cd', 'Cd', 'Ru', 'Ru', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,284.265,10.585,2.2,7.3605,1.05,605.7,-1.31264803007536,3.08189587018283,0.727487120263941,6.669
H,Cd6Ru6,0.313624941,hollow-tilt|A_A_B|FCC,L1_o,"['Ru', 'Cd', 'Cd']","[9, 11, 12]","['Ru', 'Ru', 'Cd', 'Cd', 'Ru', 'Ru', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,284.265,10.585,1.8452931235228756,8.44938,0.35,272.76666666666665,-6.18779459873398,4.07725884495155,0.908460119158199,6.669
H,Cd6Sc6,-0.752681164,bridge|A_A|B,L1_o,"['Cd', 'Cd']","[11, 12]","['Sc', 'Sc', 'Cd', 'Cd', 'Sc', 'Sc', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,314.42,14.0,1.69,8.99382,0.0,106.3,-8.65462774327371,0.860648099776158,0.997126824521796,13.8
H,Cd6Sc6,-0.743892431,bridge|B_B|A,L1_o,"['Sc', 'Sc']","[9, 10]","['Sc', 'Sc', 'Cd', 'Cd', 'Sc', 'Sc', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,314.42,14.0,1.36,6.56149,0.188,334.0,0.168106871317346,1.78695002505382,0.291176463606083,13.8
H,Cd6Sc6,0.181090263,4fold|A_A_B_B,L1_o,"['Sc', 'Sc', 'Cd', 'Cd']","[9, 10, 11, 12]","['Sc', 'Sc', 'Cd', 'Cd', 'Sc', 'Sc', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",5,314.42,14.0,1.5160474926597782,7.777654999999999,0.094,220.15,-5.41047497954692,4.44300253602884,0.737541468527391,13.8
H,Cd6Ta6,-0.851386377,bridge|B_B|A,L1_o,"['Ta', 'Ta']","[11, 12]","['Cd', 'Cd', 'Ta', 'Ta', 'Cd', 'Cd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",2,314.035,11.925,1.5,7.549571,0.322,771.0,0.274035121916825,4.21039690845432,0.428833048567736,13.93
H,Cd6Ta6,0.117648418,hollow|A_A_B|FCC,L1_o,"['Cd', 'Cd', 'Ta']","[9, 10, 12]","['Cd', 'Cd', 'Ta', 'Ta', 'Cd', 'Cd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,314.035,11.925,1.624132870699808,8.512403666666666,0.1073333333333333,327.8666666666667,-5.68959803265514,4.9706662395466,0.817240883579768,13.93
H,Cd6Ta6,-0.12446174,hollow-tilt|A_A_B|HCP,L1_o,"['Cd', 'Cd', 'Ta']","[9, 10, 11]","['Cd', 'Cd', 'Ta', 'Ta', 'Cd', 'Cd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,314.035,11.925,1.624132870699808,8.512403666666666,0.1073333333333333,327.8666666666667,-5.68962618472631,4.97064263382467,0.817243454244195,13.93
H,Cd6Ti6,-0.774350541,bridge|B_B|A,L1_o,"['Ti', 'Ti']","[9, 10]","['Ti', 'Ti', 'Cd', 'Cd', 'Ti', 'Ti', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,296.51,11.82,1.54,6.82812,0.079,443.7,0.006545480829288,2.18398873769855,0.413848732396956,17.08
H,Cd6Ti6,0.06320184,hollow|A_A_B|HCP,L1_o,"['Ti', 'Cd', 'Cd']","[10, 11, 12]","['Ti', 'Ti', 'Cd', 'Cd', 'Ti', 'Ti', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,296.51,11.82,1.638443148764064,8.271919999999998,0.0263333333333333,218.76666666666665,-6.36676471486891,4.01371863734525,0.847377279606291,17.08
H,Cd6Ti6,0.075213353,hollow|A_A_B|FCC,L1_o,"['Ti', 'Cd', 'Cd']","[9, 11, 12]","['Ti', 'Ti', 'Cd', 'Cd', 'Ti', 'Ti', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,296.51,11.82,1.638443148764064,8.271919999999998,0.0263333333333333,218.76666666666665,-6.36732200702459,4.0131748103919,0.847478853847571,17.08
H,Cd6V6,-0.6743834,bridge|B_B|B,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,300.47,10.66,1.63,6.746187,0.525,475.8,-0.177528054814808,2.83188095017144,0.50240435279196,19.87
H,Cd6V6,-0.664876695,bridge|A_A|B,L1_o,"['Cd', 'Cd']","[11, 12]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,300.47,10.66,1.69,8.99382,0.0,106.3,-8.56358819683098,1.14911283223891,0.997519417402891,19.87
H,Cd6V6,-0.673108683,bridge|B_B|A,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,300.47,10.66,1.63,6.746187,0.525,475.8,-0.177528054814808,2.83188095017144,0.50240435279196,19.87
H,Cd6V6,0.196616671,hollow|A_A_B|FCC,L1_o,"['V', 'Cd', 'Cd']","[9, 11, 12]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,300.47,10.66,1.6697585317863095,8.244608999999999,0.175,229.46666666666664,-6.19697009815252,4.17835235198724,0.857727592712544,19.87
H,Cd6V6,0.207542449,hollow|A_B_B|FCC,L1_o,"['V', 'V', 'Cd']","[9, 10, 12]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,300.47,10.66,1.649759499688268,7.495397999999999,0.35,352.6333333333333,-3.43811794496899,4.70383547193477,0.694913198182192,19.87
H,Cd6W6,-0.07008115,top|B,L1_o,['W'],[11],"['Cd', 'Cd', 'W', 'Cd', 'Cd', 'W', 'W']","[5, 6, 8, 9, 10, 11, 12]",1,307.23,11.235,2.36,7.86403,0.81626,835.0,-0.541002074618788,4.17234963586091,0.556782464472365,6.084
H,Cd6W6,-0.818570536,bridge|B_B|A,L1_o,"['W', 'W']","[11, 12]","['Cd', 'Cd', 'W', 'W', 'Cd', 'Cd', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,307.23,11.235,2.36,7.86403,0.81626,835.0,-0.540967612082471,4.17233794122934,0.556776429029696,6.084
H,Cd6W6,-0.160620363,top-tilt|B,L1_o,['W'],[11],"['Cd', 'Cd', 'W', 'Cd', 'Cd', 'W', 'W']","[5, 6, 8, 9, 10, 11, 12]",1,307.23,11.235,2.36,7.86403,0.81626,835.0,-0.541002074618788,4.17234963586091,0.556782464472365,6.084
H,Cd6Y6,0.38134183,top|B,L1_o,['Y'],[11],"['Cd', 'Cd', 'Y', 'Cd', 'Cd', 'Y', 'Y']","[5, 6, 8, 9, 10, 11, 12]",1,331.34000000000003,16.439999999999998,1.22,6.21726,0.307,391.4,0.107390523042083,2.59729789952557,0.329392219694133,10.44
H,Cd6Y6,-0.731589212,bridge|B_B|A,L1_o,"['Y', 'Y']","[11, 12]","['Cd', 'Cd', 'Y', 'Y', 'Cd', 'Cd', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,331.34000000000003,16.439999999999998,1.22,6.21726,0.307,391.4,0.107183688668738,2.5974746395334,0.329430014398093,10.44
H,Cd6Y6,-0.074591709,4fold|A_A_B_B,L1_o,"['Cd', 'Cd', 'Y', 'Y']","[9, 10, 11, 12]","['Cd', 'Cd', 'Y', 'Y', 'Cd', 'Cd', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",5,331.34000000000003,16.439999999999998,1.4358969322343438,7.605539999999999,0.1535,248.85,-5.55357687640103,4.55885510975804,0.760247850213963,10.44
H,Cd6Zn6,0.626203196,top|B,L1_o,['Zn'],[10],"['Zn', 'Zn', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,282.21500000000003,11.08,1.65,9.394197,0.0,126.35,-7.1937129671625,0.592673141037953,0.997787145968311,0.9518
H,Cd6Zn6,0.603667408,bridge|B_B|A,L1_o,"['Zn', 'Zn']","[9, 10]","['Zn', 'Zn', 'Cd', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,282.21500000000003,11.08,1.65,9.394197,0.0,126.35,-7.19370812214121,0.592699572158553,0.997786904864957,0.9518
H,Cd6Zn6,0.614302841,bridge|A_B|B,L1_o,"['Zn', 'Cd']","[9, 12]","['Zn', 'Zn', 'Cd', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,282.21500000000003,11.08,1.6698802352264668,9.1940085,0.0,116.325,-7.98449995980731,1.05803892691262,0.997438329162385,0.9518
H,Cd6Zn6,0.582495455,hollow-tilt|A_A_B|FCC,L1_o,"['Zn', 'Cd', 'Cd']","[9, 11, 12]","['Zn', 'Zn', 'Cd', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,282.21500000000003,11.08,1.676560067282479,9.127278999999998,0.0,112.98333333333332,-8.24822461904176,1.04761101116178,0.99732212109043,0.9518
H,Cd6Zn6,0.664744856,hollow-tilt|A_A_B|HCP,L1_o,"['Zn', 'Cd', 'Cd']","[10, 11, 12]","['Zn', 'Zn', 'Cd', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,282.21500000000003,11.08,1.676560067282479,9.127278999999998,0.0,112.98333333333332,-8.24820198880864,1.0476095382861,0.997322161767794,0.9518
H,Cd6Zr6,-0.788627266,bridge|A_A|B,L1_o,"['Cd', 'Cd']","[11, 12]","['Zr', 'Zr', 'Cd', 'Cd', 'Zr', 'Zr', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,310.57,13.51,1.69,8.99382,0.0,106.3,-8.5153879483687,1.41906252319627,0.995904800808568,15.6
H,Cd6Zr6,-0.789149588,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[9, 10]","['Zr', 'Zr', 'Cd', 'Cd', 'Zr', 'Zr', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,310.57,13.51,1.33,6.634126,0.426,601.0,-0.080258802360562,3.05516451868268,0.446179922832946,15.6
H,Cd6Zr6,0.024635282,hollow|A_A_B|HCP,L1_o,"['Zr', 'Cd', 'Cd']","[10, 11, 12]","['Zr', 'Zr', 'Cd', 'Cd', 'Zr', 'Zr', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,310.57,13.51,1.560300867895599,8.207255333333332,0.142,271.19999999999993,-6.40034194546616,4.14913569386856,0.858094399687108,15.6
H,Cd6Zr6,0.060192125,hollow|A_A_B|FCC,L1_o,"['Zr', 'Cd', 'Cd']","[9, 11, 12]","['Zr', 'Zr', 'Cd', 'Cd', 'Zr', 'Zr', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,310.57,13.51,1.560300867895599,8.207255333333332,0.142,271.19999999999993,-6.39891054536734,4.15030255485315,0.857952164781109,15.6
H,Co6Cu6,-0.327433902,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Cu']","[9, 10, 11]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.890000000000001,1.886643164741696,7.829466666666666,0.853,365.1666666666666,-2.49116076152279,1.67522163648544,0.975812722459793,7.3807
H,Co6Cu6,-0.27060728,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Cu']","[9, 10, 12]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.890000000000001,1.886643164741696,7.829466666666666,0.853,365.1666666666666,-2.49120627316042,1.67520349956048,0.975814344034936,7.3807
H,Co6Cu6,-0.120403026,hollow|A_B_B|HCP,L1_o,"['Co', 'Cu', 'Cu']","[10, 11, 12]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.890000000000001,1.8933098037588092,7.777923333333332,1.044,339.1333333333333,-2.54281674777065,1.62961874932943,0.978820975378253,7.3807
H,Co6Cu6,-0.171633219,hollow|A_B_B|FCC,L1_o,"['Co', 'Cu', 'Cu']","[9, 11, 12]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.890000000000001,1.8933098037588092,7.777923333333332,1.044,339.1333333333333,-2.54285854253787,1.62967735342303,0.978820802470541,7.3807
H,Co6Hf6,-0.192445573,top|A,L1_o,['Co'],[9],"['Co', 'Hf', 'Hf', 'Co', 'Co', 'Hf', 'Hf']","[5, 7, 8, 9, 10, 11, 12]",1,285.175,10.055,1.88,7.88101,0.662,391.2,-1.18313436940452,2.34783655770502,0.848393795883792,8.647
H,Co6Hf6,0.31210328,top|B,L1_o,['Hf'],[11],"['Co', 'Co', 'Hf', 'Co', 'Co', 'Hf', 'Hf']","[5, 6, 8, 9, 10, 11, 12]",1,285.175,10.055,1.3,6.82507,0.014,655.5,-0.718202416306316,7.7557841350276,0.419364248141745,8.647
H,Co6Hf6,-0.408430355,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Hf', 'Hf', 'Co', 'Co', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",2,285.175,10.055,1.88,7.88101,0.662,391.2,-1.18345081255055,2.34780201473967,0.848453640375486,8.647
H,Co6Hf6,-0.700101831,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Hf']","[9, 10, 11]","['Co', 'Co', 'Hf', 'Hf', 'Co', 'Co', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,285.175,10.055,1.6624669373642238,7.52903,0.446,479.3,-1.06078900473339,4.46827219791799,0.735301950377394,8.647
H,Co6Hf6,-0.699929311,hollow|A_B_B|FCC,L1_o,"['Co', 'Hf', 'Hf']","[10, 11, 12]","['Co', 'Co', 'Hf', 'Hf', 'Co', 'Co', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,285.175,10.055,1.4701044243772246,7.17705,0.23,567.4,-0.909612262693143,6.14350611478794,0.595777502297527,8.647
H,Co6Hg6,0.083560445,top|A,L1_o,['Co'],[9],"['Co', 'Hg', 'Hg', 'Co', 'Co', 'Hg', 'Hg']","[5, 7, 8, 9, 10, 11, 12]",1,275.605,10.38,1.88,7.88101,0.662,391.2,-2.1580470693938,1.41390912669144,0.969841867108114,24.893
H,Co6Hg6,1.038256746,top|B,L1_o,['Hg'],[11],"['Co', 'Co', 'Hg', 'Co', 'Co', 'Hg', 'Hg']","[5, 6, 8, 9, 10, 11, 12]",1,275.605,10.38,2.0,10.437504,0.0,61.49,-6.76104025406098,1.5860103697831,0.99530263100376,24.893
H,Co6Hg6,-0.221458895,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Hg', 'Hg', 'Co', 'Co', 'Hg', 'Hg']","[5, 6, 7, 8, 9, 10, 11, 12]",2,275.605,10.38,1.88,7.88101,0.662,391.2,-2.16103738595833,1.41375845232022,0.969916820876232,24.893
H,Co6Ir6,-0.20684543,top|B,L1_o,['Ir'],[11],"['Co', 'Co', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 8, 9, 10, 11, 12]",1,317.305,7.595,2.2,8.96702,1.5638,586.0,-2.28233836912928,3.35500838949418,0.867374185755246,15.361
H,Co6Ir6,-0.085140475,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,317.305,7.595,1.88,7.88101,0.662,391.2,-2.55975753518235,1.80182707462895,0.963998355957549,15.361
H,Co6Ir6,-0.267362731,bridge|B_B|A,L1_o,"['Ir', 'Ir']","[11, 12]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,317.305,7.595,2.2,8.96702,1.5638,586.0,-2.28229128661193,3.35503038208976,0.867369373095902,15.361
H,Co6Ir6,-0.209847662,bridge|A_B|B,L1_o,"['Co', 'Ir']","[9, 12]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,317.305,7.595,2.0337158110217857,8.424015,1.1129,488.6,-2.42274137301958,2.68721941913153,0.916285023793486,15.361
H,Co6Ir6,-0.276614057,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Ir']","[9, 10, 11]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,317.305,7.595,1.98112917260802,8.243013333333332,0.9626,456.1333333333333,-2.46879845590357,2.42680261506831,0.932324270641597,15.361
H,Co6Ir6,-0.270169449,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Ir']","[9, 10, 12]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,317.305,7.595,1.98112917260802,8.243013333333332,0.9626,456.1333333333333,-2.46877998999764,2.42681329140803,0.932322814787205,15.361
H,Co6Ir6,-0.270551497,hollow|A_B_B|HCP,L1_o,"['Co', 'Ir', 'Ir']","[10, 11, 12]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,317.305,7.595,2.087698297105605,8.605016666666666,1.2632,521.0666666666666,-2.37634029135778,2.92545709198418,0.900120636629066,15.361
H,Co6Ir6,-0.290348187,hollow|A_B_B|FCC,L1_o,"['Co', 'Ir', 'Ir']","[9, 11, 12]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,317.305,7.595,2.087698297105605,8.605016666666666,1.2632,521.0666666666666,-2.37640217975752,2.9257462501231,0.900123179715174,15.361
H,Co6La6,0.653644108,top|B,L1_o,['La'],[11],"['Co', 'Co', 'La', 'Co', 'Co', 'La', 'La']","[5, 6, 8, 9, 10, 11, 12]",1,313.955,14.53,1.1,5.5769,0.47,406.2,-0.771574326147496,7.12529763619686,0.381920540102928,15.692
H,Co6La6,-0.466675369,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'La', 'La', 'Co', 'Co', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",2,313.955,14.53,1.88,7.88101,0.662,391.2,-1.49504821548655,2.12325314894087,0.951112921812548,15.692
H,Co6La6,-0.665759976,hollow-tilt|A_B_B|FCC,L1_o,"['Co', 'La', 'La']","[9, 11, 12]","['Co', 'Co', 'La', 'La', 'Co', 'Co', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",3,313.955,14.53,1.3151675151765163,6.344936666666666,0.534,401.19999999999993,-1.14865035321965,5.20357379325868,0.675188573790029,15.692
H,Co6Ni6,-0.168693301,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Ni', 'Ni', 'Co', 'Co', 'Ni', 'Ni']","[5, 6, 7, 8, 9, 10, 11, 12]",2,301.555,6.63,1.88,7.88101,0.662,391.2,-2.64990273178412,1.69028402354543,0.975676843994514,8.4839
H,Co6Ni6,-0.157282207,bridge|B_B|A,L1_o,"['Ni', 'Ni']","[11, 12]","['Co', 'Co', 'Ni', 'Ni', 'Co', 'Co', 'Ni', 'Ni']","[5, 6, 7, 8, 9, 10, 11, 12]",2,301.555,6.63,1.91,7.639878,1.156,395.2,-1.93591318647211,1.78864703381427,0.964188023540836,8.4839
H,Co6Ni6,-0.300393814,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Ni']","[9, 10, 11]","['Co', 'Co', 'Ni', 'Ni', 'Co', 'Co', 'Ni', 'Ni']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.555,6.63,1.8899472751078288,7.800632666666666,0.8266666666666667,392.5333333333333,-2.41248962681176,1.75609638343239,0.971856752584896,8.4839
H,Co6Ni6,-0.315235991,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Ni']","[9, 10, 12]","['Co', 'Co', 'Ni', 'Ni', 'Co', 'Co', 'Ni', 'Ni']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.555,6.63,1.8899472751078288,7.800632666666666,0.8266666666666667,392.5333333333333,-2.41246672277539,1.75610397165091,0.971856427335096,8.4839
H,Co6Os6,-0.135730383,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,262.075,7.545,1.88,7.88101,0.662,391.2,-2.08762163588621,3.04696977736,0.911019273328308,11.968
H,Co6Os6,-0.343404671,bridge|B_B|A,L1_o,"['Os', 'Os']","[11, 12]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,262.075,7.545,2.2,8.43823,1.1,661.0,-1.92311317365001,5.15463795202411,0.72451222751991,11.968
H,Co6Os6,-0.278334905,bridge|A_B|B,L1_o,"['Co', 'Os']","[9, 12]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,262.075,7.545,2.0337158110217857,8.15962,0.881,526.1,-2.00656249773278,4.22449939065207,0.818774745180688,11.968
H,Co6Os6,-0.337582659,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Os']","[9, 10, 11]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,262.075,7.545,1.98112917260802,8.066749999999999,0.808,481.1333333333333,-2.03357796913175,3.86951696559118,0.849709321311393,11.968
H,Co6Os6,-0.306850803,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Os']","[9, 10, 12]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,262.075,7.545,1.98112917260802,8.066749999999999,0.808,481.1333333333333,-2.03360669496355,3.86948467244972,0.849715266792999,11.968
H,Co6Os6,-0.327844385,hollow|A_B_B|HCP,L1_o,"['Co', 'Os', 'Os']","[10, 11, 12]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,262.075,7.545,2.087698297105605,8.25249,0.954,571.0666666666666,-1.97851335320628,4.55355868335737,0.787529848031809,11.968
H,Co6Os6,-0.373049841,hollow|A_B_B|FCC,L1_o,"['Co', 'Os', 'Os']","[9, 11, 12]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,262.075,7.545,2.087698297105605,8.25249,0.954,571.0666666666666,-1.97885429658968,4.55351987042229,0.787545844236901,11.968
H,Co6Os6,-0.257201456,top-tilt|B,L1_o,['Os'],[11],"['Co', 'Co', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,262.075,7.545,2.2,8.43823,1.1,661.0,-1.92307327959571,5.15478233075305,0.72449691316994,11.968
H,Co6Pd6,-0.099338558,bridge|A_B|A,L1_o,"['Co', 'Pd']","[10, 12]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,319.89,7.615,2.0337158110217857,8.1089245,0.6120000000000001,393.95,-2.57974643186655,1.95674151914982,0.975694445521163,17.163
H,Co6Pd6,-0.014174138,bridge|A_B|B,L1_o,"['Co', 'Pd']","[9, 12]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,319.89,7.615,2.0337158110217857,8.1089245,0.6120000000000001,393.95,-2.5799363247494,1.95681121521116,0.975694282075431,17.163
H,Co6Pd6,-0.179575949,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Pd']","[9, 10, 11]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.89,7.615,1.98112917260802,8.032953,0.6286666666666667,393.0333333333333,-2.61133022956147,1.7984946947217,0.978401092392932,17.163
H,Co6Pd6,-0.247220593,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Pd']","[9, 10, 12]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.89,7.615,1.98112917260802,8.032953,0.6286666666666667,393.0333333333333,-2.61132977118269,1.79849735006657,0.978400887723323,17.163
H,Co6Pd6,-0.169843662,hollow|A_B_B|HCP,L1_o,"['Co', 'Pd', 'Pd']","[10, 11, 12]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.89,7.615,2.087698297105605,8.184895999999998,0.5953333333333334,394.8666666666666,-2.54823845869736,2.10282281946109,0.972983641014952,17.163
